date,description,amount
2025-04-13,"PHILZ COFFEE",-6.61
2025-04-13,"UNIQLO",-82.41
2025-04-13,"UBER",-24.29
2025-04-13,"AMAZON.COM",-18.45
2025-04-14,"SAFEWAY",-110.62
2025-04-14,"SHELL OIL",-56.39
2025-04-14,"UBER EATS",-31.17
2025-04-14,"DUNKIN",-4.74
2025-04-14,"TARGET",-21.20
2025-04-14,"MCDONALDS",-7.02
2025-04-15,"PAYROLL DEPOSIT",4403.16
2025-04-15,"ARCO AMPM",-42.60
2025-04-15,"TACO BELL",-17.49
2025-04-15,"DUNKIN",-4.74
2025-04-15,"AMAZON PRIME",-8.24
2025-04-15,"CVS",-75.68
2025-04-15,"BART TICKET",-8.17
2025-04-15,"7-ELEVEN",-7.96
2025-04-16,"TRADER JOES",-105.79
2025-04-16,"SHELL OIL",-61.13
2025-04-16,"SUBWAY",-37.87
2025-04-16,"STARBUCKS",-5.97
2025-04-16,"EBAY",-35.14
2025-04-16,"PARKING METER",-14.91
2025-04-16,"SPOTIFY",-6.15
2025-04-17,"LOCAL BISTRO",-37.33
2025-04-17,"PHILZ COFFEE",-10.09
2025-04-17,"TARGET",-15.28
2025-04-17,"CLIPPER CARD",-22.44
2025-04-17,"SPOTIFY",-56.65
2025-04-18,"WHOLE FOODS MKT",-104.85
2025-04-18,"SHELL OIL",-42.73
2025-04-18,"UBER EATS",-14.72
2025-04-18,"STARBUCKS",-4.06
2025-04-18,"BEST BUY",-47.12
2025-04-18,"STEAM GAMES",-12.58
2025-04-18,"7-ELEVEN",-16.73
2025-04-19,"WALMART SUPERCENTER",-61.00
2025-04-19,"EXXON MOBIL",-62.08
2025-04-19,"IN-N-OUT BURGER",-44.22
2025-04-19,"PEETS COFFEE",-8.04
2025-04-19,"UNIQLO",-65.44
2025-04-19,"STEAM GAMES",-42.29
2025-04-19,"STARBUCKS",-8.73
2025-04-19,"7-ELEVEN",-11.75
2025-04-20,"COSTCO WHOLESALE",-32.98
2025-04-20,"EXXON MOBIL",-65.96
2025-04-20,"SUBWAY",-42.26
2025-04-20,"DUNKIN",-7.21
2025-04-20,"SPOTIFY USA",-19.45
2025-04-20,"AMAZON.COM",-64.02
2025-04-20,"PARKING METER",-24.25
2025-04-20,"7-ELEVEN",-14.88
2025-04-20,"MCDONALDS",-9.57
2025-04-21,"MCDONALDS",-24.83
2025-04-21,"PHILZ COFFEE",-8.62
2025-04-21,"DOLLAR STORE",-67.20
2025-04-22,"CHEVRON",-46.48
2025-04-22,"UBER EATS",-10.91
2025-04-22,"PEETS COFFEE",-7.41
2025-04-22,"UNIQLO",-17.74
2025-04-23,"PG&E ELECTRIC",-66.72
2025-04-23,"ARCO AMPM",-57.34
2025-04-23,"SUSHI HOUSE",-77.14
2025-04-23,"LOCAL COFFEE SHOP",-11.45
2025-04-23,"CVS",-45.97
2025-04-23,"BART TICKET",-19.13
2025-04-23,"STARBUCKS",-23.58
2025-04-24,"CHEVRON",-69.66
2025-04-24,"PIZZA PORT",-38.55
2025-04-24,"DUNKIN",-9.41
2025-04-24,"CVS",-59.18
2025-04-24,"CLIPPER CARD",-15.89
2025-04-24,"AMAZON.COM",-11.67
2025-04-24,"AMAZON.COM",-22.12
2025-04-25,"SDG&E UTILITIES",-132.98
2025-04-25,"SHELL OIL",-37.95
2025-04-25,"CHIPOTLE",-26.63
2025-04-25,"DUNKIN",-8.18
2025-04-25,"TARGET",-20.37
2025-04-25,"BART TICKET",-19.97
2025-04-25,"AMAZON.COM",-17.66
2025-04-26,"WHOLE FOODS MKT",-67.21
2025-04-26,"EXXON MOBIL",-55.15
2025-04-26,"LOCAL BISTRO",-9.68
2025-04-26,"LOCAL COFFEE SHOP",-9.81
2025-04-26,"DOLLAR STORE",-40.46
2025-04-26,"BART TICKET",-21.53
2025-04-26,"SPOTIFY",-30.04
2025-04-26,"7-ELEVEN",-13.11
2025-04-27,"TRADER JOES",-56.53
2025-04-27,"CHEVRON",-43.90
2025-04-27,"PIZZA PORT",-29.44
2025-04-27,"PHILZ COFFEE",-6.19
2025-04-27,"TARGET",-24.91
2025-04-27,"BART TICKET",-22.52
2025-04-27,"TICKETMASTER",-15.56
2025-04-28,"EXXON MOBIL",-48.95
2025-04-28,"SUBWAY",-8.63
2025-04-28,"LOCAL COFFEE SHOP",-4.41
2025-04-28,"AMAZON.COM",-42.65
2025-04-28,"PARKING METER",-7.44
2025-04-28,"TICKETMASTER",-46.78
2025-04-28,"7-ELEVEN",-21.28
2025-04-28,"7-ELEVEN",-17.27
2025-04-29,"MCDONALDS",-10.80
2025-04-29,"PHILZ COFFEE",-5.73
2025-04-29,"BEST BUY",-72.82
2025-04-30,"CHEVRON",-43.98
2025-04-30,"SUBWAY",-15.33
2025-04-30,"STARBUCKS",-9.70
2025-04-30,"SPOTIFY USA",-12.60
2025-04-30,"UNIQLO",-48.18
2025-04-30,"FASTTRAK",-16.13
2025-04-30,"AMC THEATRES",-48.99
2025-04-30,"7-ELEVEN",-15.83
2025-05-01,"PAYROLL DEPOSIT",4289.00
2025-05-01,"AVALON APARTMENTS",-2400.00
2025-05-01,"EXXON MOBIL",-47.19
2025-05-01,"TACO BELL",-22.85
2025-05-01,"LOCAL COFFEE SHOP",-8.28
2025-05-01,"DOLLAR STORE",-42.99
2025-05-01,"PLANET FITNESS",-98.92
2025-05-02,"VERIZON WIRELESS",-174.90
2025-05-02,"SAFEWAY",-116.17
2025-05-02,"CHEVRON",-57.45
2025-05-02,"SUSHI HOUSE",-29.62
2025-05-02,"DUNKIN",-5.44
2025-05-02,"UNIQLO",-13.96
2025-05-02,"AMAZON.COM",-8.68
2025-05-03,"WALMART SUPERCENTER",-100.03
2025-05-03,"CHEVRON",-67.12
2025-05-03,"TACO BELL",-28.79
2025-05-03,"PHILZ COFFEE",-9.19
2025-05-03,"TARGET",-64.06
2025-05-03,"PARKING METER",-27.81
2025-05-04,"SAFEWAY",-108.29
2025-05-04,"EXXON MOBIL",-64.82
2025-05-04,"PANERA BREAD",-21.04
2025-05-04,"STARBUCKS",-4.39
2025-05-04,"CVS",-55.76
2025-05-04,"CLIPPER CARD",-12.14
2025-05-04,"COPAY",-45.62
2025-05-05,"MCDONALDS",-33.73
2025-05-05,"LOCAL COFFEE SHOP",-4.22
2025-05-05,"BEST BUY",-20.38
2025-05-05,"LIME SCOOTER",-23.29
2025-05-06,"VERIZON WIRELESS",-103.16
2025-05-06,"UBER EATS",-36.44
2025-05-06,"PEETS COFFEE",-11.69
2025-05-06,"TARGET",-28.15
2025-05-06,"LYFT",-31.14
2025-05-06,"SPOTIFY",-37.64
2025-05-06,"MCDONALDS",-5.72
2025-05-06,"MCDONALDS",-5.69
2025-05-07,"CHEVRON",-68.46
2025-05-07,"IN-N-OUT BURGER",-30.82
2025-05-07,"DUNKIN",-11.73
2025-05-07,"BEST BUY",-29.30
2025-05-08,"COMCAST INTERNET",-141.38
2025-05-08,"EXXON MOBIL",-62.74
2025-05-08,"LOCAL BISTRO",-11.19
2025-05-08,"STARBUCKS",-7.91
2025-05-08,"DOLLAR STORE",-45.08
2025-05-09,"EXXON MOBIL",-70.88
2025-05-09,"TACO BELL",-11.08
2025-05-09,"LOCAL COFFEE SHOP",-10.75
2025-05-09,"EBAY",-11.30
2025-05-09,"SPOTIFY",-41.49
2025-05-09,"WALGREENS",-22.25
2025-05-09,"AMAZON.COM",-9.80
2025-05-10,"SPROUTS FARMERS MKT",-46.59
2025-05-10,"EXXON MOBIL",-37.69
2025-05-10,"PANERA BREAD",-25.77
2025-05-10,"STARBUCKS",-11.66
2025-05-10,"BEST BUY",-83.10
2025-05-10,"CLIPPER CARD",-9.58
2025-05-10,"TICKETMASTER",-5.70
2025-05-10,"7-ELEVEN",-21.61
2025-05-11,"WALMART SUPERCENTER",-37.67
2025-05-11,"ARCO AMPM",-38.26
2025-05-11,"DOORDASH",-18.83
2025-05-11,"PHILZ COFFEE",-4.89
2025-05-11,"AMAZON.COM",-13.42
2025-05-11,"BART TICKET",-30.53
2025-05-12,"SPROUTS FARMERS MKT",-67.05
2025-05-12,"ARCO AMPM",-62.38
2025-05-12,"IN-N-OUT BURGER",-14.12
2025-05-12,"PHILZ COFFEE",-8.24
2025-05-12,"WALMART.COM",-61.07
2025-05-12,"PARKING METER",-19.22
2025-05-12,"STEAM GAMES",-57.47
2025-05-12,"STARBUCKS",-5.50
2025-05-13,"ARCO AMPM",-48.33
2025-05-13,"UBER EATS",-32.73
2025-05-13,"LOCAL COFFEE SHOP",-10.56
2025-05-13,"GAP",-25.41
2025-05-14,"CHEVRON",-35.22
2025-05-14,"TACO BELL",-12.93
2025-05-14,"STARBUCKS",-5.16
2025-05-14,"TARGET",-23.52
2025-05-14,"AMAZON.COM",-6.34
2025-05-15,"DIRECT DEPOSIT - EMPLOYER",4419.25
2025-05-15,"76 STATION",-48.06
2025-05-15,"LOCAL BISTRO",-34.91
2025-05-15,"LOCAL COFFEE SHOP",-8.33
2025-05-15,"UNIQLO",-24.74
2025-05-15,"KINDLE EBOOK",-29.93
2025-05-16,"PIZZA PORT",-23.33
2025-05-16,"LOCAL COFFEE SHOP",-6.36
2025-05-16,"EBAY",-84.42
2025-05-17,"SPROUTS FARMERS MKT",-27.93
2025-05-17,"EXXON MOBIL",-67.45
2025-05-17,"PANERA BREAD",-20.30
2025-05-17,"LOCAL COFFEE SHOP",-5.13
2025-05-17,"AMAZON.COM",-63.95
2025-05-17,"DAVE AND BUSTERS",-15.28
2025-05-17,"MCDONALDS",-11.04
2025-05-18,"COSTCO WHOLESALE",-50.79
2025-05-18,"ARCO AMPM",-41.71
2025-05-18,"SUSHI HOUSE",-42.78
2025-05-18,"STARBUCKS",-10.96
2025-05-18,"TARGET",-44.91
2025-05-18,"UBER",-16.90
2025-05-18,"SPOTIFY",-48.31
2025-05-18,"STARBUCKS",-6.02
2025-05-19,"PIZZA PORT",-44.20
2025-05-19,"LOCAL COFFEE SHOP",-11.33
2025-05-19,"GAP",-81.54
2025-05-19,"FASTTRAK",-10.11
2025-05-20,"CHEVRON",-58.43
2025-05-20,"PANERA BREAD",-25.67
2025-05-20,"PEETS COFFEE",-11.09
2025-05-20,"BEST BUY",-71.44
2025-05-20,"WALGREENS",-14.22
2025-05-20,"MCDONALDS",-22.73
2025-05-21,"VERIZON WIRELESS",-134.15
2025-05-21,"CHIPOTLE",-8.70
2025-05-21,"DUNKIN",-7.61
2025-05-21,"GAP",-40.20
2025-05-21,"CLIPPER CARD",-3.61
2025-05-21,"SPOTIFY",-24.55
2025-05-22,"SAFEWAY",-57.49
2025-05-22,"EXXON MOBIL",-39.72
2025-05-22,"DOORDASH",-22.85
2025-05-22,"STARBUCKS",-5.74
2025-05-22,"UNIQLO",-61.48
2025-05-22,"STARBUCKS",-12.97
2025-05-22,"7-ELEVEN",-17.81
2025-05-23,"CHEVRON",-38.52
2025-05-23,"DOORDASH",-35.55
2025-05-23,"PEETS COFFEE",-9.84
2025-05-23,"AMAZON PRIME",-10.05
2025-05-23,"UNIQLO",-60.94
2025-05-23,"LIME SCOOTER",-32.90
2025-05-24,"COSTCO WHOLESALE",-100.67
2025-05-24,"SHELL OIL",-35.27
2025-05-24,"PANERA BREAD",-38.76
2025-05-24,"PEETS COFFEE",-10.86
2025-05-24,"WALMART.COM",-10.93
2025-05-24,"LIME SCOOTER",-25.91
2025-05-24,"DAVE AND BUSTERS",-142.25
2025-05-24,"CVS PHARMACY",-48.90
2025-05-24,"STARBUCKS",-13.05
2025-05-24,"7-ELEVEN",-5.97
2025-05-25,"WHOLE FOODS MKT",-44.96
2025-05-25,"CHEVRON",-62.32
2025-05-25,"PANERA BREAD",-11.27
2025-05-25,"PEETS COFFEE",-5.49
2025-05-25,"UNIQLO",-43.99
2025-05-26,"SUBWAY",-15.79
2025-05-26,"STARBUCKS",-11.55
2025-05-26,"AMAZON.COM",-11.28
2025-05-27,"ARCO AMPM",-70.01
2025-05-27,"MCDONALDS",-19.95
2025-05-27,"PEETS COFFEE",-4.92
2025-05-27,"CVS",-141.65
2025-05-27,"FASTTRAK",-6.98
2025-05-27,"WALGREENS",-19.43
2025-05-27,"AMAZON.COM",-7.80
2025-05-27,"7-ELEVEN",-21.56
2025-05-28,"TACO BELL",-43.26
2025-05-28,"PEETS COFFEE",-8.24
2025-05-28,"BEST BUY",-11.92
2025-05-28,"FASTTRAK",-15.57
2025-05-28,"COPAY",-35.67
2025-05-28,"STARBUCKS",-23.89
2025-05-28,"STARBUCKS",-20.74
2025-05-29,"TACO BELL",-16.57
2025-05-29,"PEETS COFFEE",-7.59
2025-05-29,"WALMART.COM",-36.39
2025-05-29,"WALGREENS",-26.54
2025-05-30,"LOCAL MARKET",-59.04
2025-05-30,"ARCO AMPM",-51.38
2025-05-30,"PANERA BREAD",-35.27
2025-05-30,"STARBUCKS",-6.39
2025-05-30,"CVS",-61.96
2025-05-30,"DAVE AND BUSTERS",-14.82
2025-05-31,"TRADER JOES",-102.99
2025-05-31,"SHELL OIL",-58.23
2025-05-31,"PIZZA PORT",-30.49
2025-05-31,"PEETS COFFEE",-5.53
2025-05-31,"DOLLAR STORE",-18.10
2025-05-31,"STARBUCKS",-14.47
2025-05-31,"MCDONALDS",-9.05
2025-06-01,"PAYROLL DEPOSIT",4312.97
2025-06-01,"SUMMIT VILLAGE APT",-2400.00
2025-06-01,"SAFEWAY",-106.60
2025-06-01,"EXXON MOBIL",-52.56
2025-06-01,"MCDONALDS",-39.71
2025-06-01,"DUNKIN",-8.90
2025-06-01,"WALMART.COM",-63.11
2025-06-01,"24 HOUR FITNESS",-76.68
2025-06-01,"STARBUCKS",-8.89
2025-06-02,"ARCO AMPM",-65.47
2025-06-02,"MCDONALDS",-10.37
2025-06-02,"PEETS COFFEE",-7.54
2025-06-02,"NYT SUBSCRIPTION",-10.23
2025-06-02,"GAP",-20.18
2025-06-02,"LYFT",-31.32
2025-06-03,"CHEVRON",-36.06
2025-06-03,"CHIPOTLE",-16.73
2025-06-03,"LOCAL COFFEE SHOP",-9.51
2025-06-03,"UNIQLO",-82.90
2025-06-03,"LYFT",-11.35
2025-06-03,"7-ELEVEN",-7.71
2025-06-04,"COMCAST INTERNET",-172.80
2025-06-04,"COSTCO WHOLESALE",-26.00
2025-06-04,"CHEVRON",-58.03
2025-06-04,"MCDONALDS",-40.17
2025-06-04,"LOCAL COFFEE SHOP",-10.39
2025-06-04,"WALMART.COM",-20.79
2025-06-04,"SPOTIFY",-41.55
2025-06-05,"SPROUTS FARMERS MKT",-78.95
2025-06-05,"76 STATION",-40.49
2025-06-05,"UBER EATS",-40.72
2025-06-05,"LOCAL COFFEE SHOP",-8.49
2025-06-05,"UNIQLO",-81.16
2025-06-05,"UBER",-28.33
2025-06-05,"AMAZON.COM",-12.59
2025-06-06,"IN-N-OUT BURGER",-22.03
2025-06-06,"PHILZ COFFEE",-5.56
2025-06-06,"TARGET",-26.18
2025-06-07,"WALMART SUPERCENTER",-56.32
2025-06-07,"EXXON MOBIL",-60.10
2025-06-07,"IN-N-OUT BURGER",-33.24
2025-06-07,"LOCAL COFFEE SHOP",-10.09
2025-06-07,"EBAY",-12.29
2025-06-07,"7-ELEVEN",-5.80
2025-06-08,"TRADER JOES",-66.76
2025-06-08,"EXXON MOBIL",-51.06
2025-06-08,"SUSHI HOUSE",-42.42
2025-06-08,"LOCAL COFFEE SHOP",-11.23
2025-06-08,"DOLLAR STORE",-30.07
2025-06-08,"SPOTIFY",-113.57
2025-06-09,"CHEVRON",-65.67
2025-06-09,"SUBWAY",-30.41
2025-06-09,"LOCAL COFFEE SHOP",-9.73
2025-06-09,"BEST BUY",-60.43
2025-06-09,"BART TICKET",-29.06
2025-06-09,"CVS PHARMACY",-35.30
2025-06-10,"SHELL OIL",-46.33
2025-06-10,"PANERA BREAD",-35.94
2025-06-10,"LOCAL COFFEE SHOP",-8.85
2025-06-10,"WALMART.COM",-15.43
2025-06-10,"SPOTIFY",-56.48
2025-06-11,"CHEVRON",-41.14
2025-06-11,"CHIPOTLE",-41.74
2025-06-11,"PHILZ COFFEE",-6.57
2025-06-11,"GAP",-45.22
2025-06-11,"RITE AID",-48.61
2025-06-12,"SDG&E UTILITIES",-97.63
2025-06-12,"SUSHI HOUSE",-27.99
2025-06-12,"STARBUCKS",-11.44
2025-06-12,"AMAZON.COM",-69.41
2025-06-12,"BART TICKET",-27.02
2025-06-12,"TICKETMASTER",-55.60
2025-06-13,"ARCO AMPM",-70.52
2025-06-13,"CHIPOTLE",-12.27
2025-06-13,"DUNKIN",-6.01
2025-06-13,"GAP",-63.62
2025-06-13,"FASTTRAK",-23.50
2025-06-13,"STEAM GAMES",-45.18
2025-06-13,"MCDONALDS",-19.42
2025-06-14,"SPROUTS FARMERS MKT",-96.86
2025-06-14,"76 STATION",-44.67
2025-06-14,"PANERA BREAD",-9.03
2025-06-14,"DUNKIN",-10.92
2025-06-14,"CVS",-44.18
2025-06-14,"AMAZON.COM",-17.75
2025-06-15,"DIRECT DEPOSIT - EMPLOYER",4388.01
2025-06-15,"WHOLE FOODS MKT",-92.05
2025-06-15,"CHEVRON",-69.91
2025-06-15,"SUSHI HOUSE",-38.27
2025-06-15,"PEETS COFFEE",-4.10
2025-06-15,"TARGET",-25.00
2025-06-15,"PARKING METER",-22.56
2025-06-15,"RITE AID",-25.60
2025-06-16,"WHOLE FOODS MKT",-104.72
2025-06-16,"EXXON MOBIL",-53.02
2025-06-16,"CHIPOTLE",-62.84
2025-06-16,"PHILZ COFFEE",-9.07
2025-06-16,"UNIQLO",-17.07
2025-06-16,"CVS PHARMACY",-16.77
2025-06-17,"WHOLE FOODS MKT",-73.07
2025-06-17,"ARCO AMPM",-66.83
2025-06-17,"PANERA BREAD",-39.71
2025-06-17,"PHILZ COFFEE",-6.74
2025-06-17,"DOLLAR STORE",-48.14
2025-06-17,"CLIPPER CARD",-22.44
2025-06-17,"COPAY",-15.91
2025-06-18,"LOCAL MARKET",-44.16
2025-06-18,"76 STATION",-49.00
2025-06-18,"PIZZA PORT",-38.65
2025-06-18,"DUNKIN",-8.91
2025-06-18,"GAP",-55.47
2025-06-18,"LYFT",-18.24
2025-06-18,"SPOTIFY",-18.86
2025-06-18,"7-ELEVEN",-11.66
2025-06-18,"AMAZON.COM",-14.07
2025-06-19,"DOORDASH",-31.69
2025-06-19,"DUNKIN",-4.69
2025-06-19,"CVS",-21.35
2025-06-19,"KINDLE EBOOK",-56.74
2025-06-19,"STARBUCKS",-13.80
2025-06-20,"LOCAL MARKET",-17.84
2025-06-20,"EXXON MOBIL",-65.96
2025-06-20,"PIZZA PORT",-17.28
2025-06-20,"STARBUCKS",-9.29
2025-06-20,"UNIQLO",-84.20
2025-06-21,"COSTCO WHOLESALE",-85.38
2025-06-21,"76 STATION",-43.68
2025-06-21,"PANERA BREAD",-28.87
2025-06-21,"STARBUCKS",-11.99
2025-06-21,"UNIQLO",-15.77
2025-06-21,"AMC THEATRES",-7.87
2025-06-21,"7-ELEVEN",-9.37
2025-06-22,"SPROUTS FARMERS MKT",-110.63
2025-06-22,"ARCO AMPM",-63.14
2025-06-22,"TACO BELL",-20.30
2025-06-22,"PHILZ COFFEE",-9.97
2025-06-22,"AMAZON.COM",-23.98
2025-06-23,"EXXON MOBIL",-41.55
2025-06-23,"UBER EATS",-42.95
2025-06-23,"STARBUCKS",-7.22
2025-06-23,"HULU",-12.32
2025-06-23,"TARGET",-66.62
2025-06-24,"SUSHI HOUSE",-33.74
2025-06-24,"LOCAL COFFEE SHOP",-7.63
2025-06-24,"DOLLAR STORE",-20.00
2025-06-24,"STEAM GAMES",-53.93
2025-06-25,"CHIPOTLE",-28.11
2025-06-25,"LOCAL COFFEE SHOP",-6.68
2025-06-25,"TARGET",-38.76
2025-06-25,"AMAZON.COM",-9.75
2025-06-25,"7-ELEVEN",-14.95
2025-06-26,"SAFEWAY",-62.79
2025-06-26,"DOORDASH",-13.94
2025-06-26,"LOCAL COFFEE SHOP",-8.12
2025-06-26,"CVS",-50.81
2025-06-26,"KINDLE EBOOK",-55.65
2025-06-26,"AMAZON.COM",-17.13
2025-06-27,"SAFEWAY",-31.54
2025-06-27,"SUBWAY",-13.35
2025-06-27,"LOCAL COFFEE SHOP",-7.41
2025-06-27,"DOLLAR STORE",-66.42
2025-06-28,"WATER DISTRICT",-56.33
2025-06-28,"WHOLE FOODS MKT",-87.33
2025-06-28,"ARCO AMPM",-53.80
2025-06-28,"CHIPOTLE",-35.29
2025-06-28,"PEETS COFFEE",-5.82
2025-06-28,"TARGET",-53.78
2025-06-29,"SAFEWAY",-89.75
2025-06-29,"SHELL OIL",-42.40
2025-06-29,"UBER EATS",-8.38
2025-06-29,"PEETS COFFEE",-8.71
2025-06-29,"CVS",-57.67
2025-06-29,"TICKETMASTER",-39.56
2025-06-29,"STARBUCKS",-13.80
2025-06-30,"EXXON MOBIL",-40.00
2025-06-30,"SUSHI HOUSE",-8.96
2025-06-30,"STARBUCKS",-9.32
2025-06-30,"GAP",-72.44
2025-07-01,"PAYROLL DEPOSIT",4243.70
2025-07-01,"RENT PAYMENT",-2400.00
2025-07-01,"PANERA BREAD",-20.27
2025-07-01,"PHILZ COFFEE",-5.22
2025-07-01,"CVS",-12.70
2025-07-01,"TICKETMASTER",-8.36
2025-07-01,"EQUINOX",-76.99
2025-07-01,"STARBUCKS",-15.61
2025-07-02,"76 STATION",-68.77
2025-07-02,"SUSHI HOUSE",-18.43
2025-07-02,"PEETS COFFEE",-8.68
2025-07-02,"APPLE ICLOUD",-12.98
2025-07-02,"EBAY",-84.06
2025-07-02,"7-ELEVEN",-14.06
2025-07-03,"SPROUTS FARMERS MKT",-106.32
2025-07-03,"76 STATION",-59.76
2025-07-03,"TACO BELL",-8.85
2025-07-03,"PHILZ COFFEE",-11.79
2025-07-03,"CVS",-42.23
2025-07-03,"CLIPPER CARD",-23.38
2025-07-03,"MCDONALDS",-7.75
2025-07-03,"MCDONALDS",-12.77
2025-07-03,"7-ELEVEN",-23.46
2025-07-04,"PIZZA PORT",-17.69
2025-07-04,"DUNKIN",-5.79
2025-07-04,"TARGET",-18.13
2025-07-04,"UBER",-20.70
2025-07-04,"STEAM GAMES",-34.21
2025-07-05,"WALMART SUPERCENTER",-40.28
2025-07-05,"CHEVRON",-59.15
2025-07-05,"UBER EATS",-25.81
2025-07-05,"PEETS COFFEE",-5.39
2025-07-05,"DOLLAR STORE",-64.40
2025-07-05,"LYFT",-12.76
2025-07-06,"LOCAL MARKET",-103.09
2025-07-06,"CHEVRON",-50.92
2025-07-06,"SUBWAY",-36.08
2025-07-06,"PHILZ COFFEE",-8.20
2025-07-06,"NYT SUBSCRIPTION",-13.10
2025-07-06,"UNIQLO",-26.25
2025-07-06,"KINDLE EBOOK",-39.89
2025-07-07,"WALMART SUPERCENTER",-113.78
2025-07-07,"SUSHI HOUSE",-26.54
2025-07-07,"DUNKIN",-10.92
2025-07-07,"BEST BUY",-70.59
2025-07-07,"FASTTRAK",-18.94
2025-07-07,"KINDLE EBOOK",-16.64
2025-07-08,"CHEVRON",-67.37
2025-07-08,"DOORDASH",-31.24
2025-07-08,"PHILZ COFFEE",-8.12
2025-07-08,"UNIQLO",-42.55
2025-07-08,"LYFT",-28.02
2025-07-08,"STEAM GAMES",-55.98
2025-07-08,"MCDONALDS",-10.77
2025-07-09,"ARCO AMPM",-45.26
2025-07-09,"SUSHI HOUSE",-42.08
2025-07-09,"PHILZ COFFEE",-4.50
2025-07-09,"TARGET",-54.69
2025-07-09,"CLIPPER CARD",-27.92
2025-07-09,"PLAYSTATION NETWORK",-52.17
2025-07-09,"RITE AID",-17.55
2025-07-09,"AMAZON.COM",-6.49
2025-07-10,"TACO BELL",-27.85
2025-07-10,"LOCAL COFFEE SHOP",-8.39
2025-07-10,"GAP",-145.78
2025-07-10,"CVS PHARMACY",-30.53
2025-07-11,"WHOLE FOODS MKT",-36.30
2025-07-11,"EXXON MOBIL",-39.12
2025-07-11,"MCDONALDS",-43.97
2025-07-11,"PEETS COFFEE",-9.41
2025-07-11,"CVS",-80.21
2025-07-11,"LYFT",-21.08
2025-07-11,"MCDONALDS",-17.76
2025-07-12,"SPROUTS FARMERS MKT",-79.82
2025-07-12,"SHELL OIL",-65.38
2025-07-12,"SUBWAY",-43.57
2025-07-12,"LOCAL COFFEE SHOP",-9.43
2025-07-12,"GAP",-60.38
2025-07-12,"STEAM GAMES",-50.13
2025-07-12,"7-ELEVEN",-11.74
2025-07-13,"COMCAST INTERNET",-128.37
2025-07-13,"SAFEWAY",-104.70
2025-07-13,"SHELL OIL",-61.69
2025-07-13,"TACO BELL",-17.35
2025-07-13,"PEETS COFFEE",-4.82
2025-07-13,"EBAY",-28.10
2025-07-13,"STEAM GAMES",-58.20
2025-07-14,"76 STATION",-38.03
2025-07-14,"PANERA BREAD",-40.69
2025-07-14,"LOCAL COFFEE SHOP",-4.54
2025-07-14,"GAP",-48.68
2025-07-14,"STARBUCKS",-20.05
2025-07-15,"DIRECT DEPOSIT - EMPLOYER",4414.37
2025-07-15,"SDG&E UTILITIES",-70.81
2025-07-15,"ARCO AMPM",-71.35
2025-07-15,"DOORDASH",-10.22
2025-07-15,"DUNKIN",-6.73
2025-07-15,"GAP",-49.26
2025-07-15,"AMAZON.COM",-13.90
2025-07-16,"SHELL OIL",-65.14
2025-07-16,"PIZZA PORT",-15.45
2025-07-16,"DUNKIN",-4.70
2025-07-16,"DOLLAR STORE",-67.02
2025-07-16,"CLIPPER CARD",-11.16
2025-07-16,"STARBUCKS",-6.23
2025-07-16,"STARBUCKS",-16.81
2025-07-17,"PANERA BREAD",-25.42
2025-07-17,"PHILZ COFFEE",-5.58
2025-07-17,"UNIQLO",-73.25
2025-07-17,"COPAY",-37.68
2025-07-17,"STARBUCKS",-23.19
2025-07-18,"MCDONALDS",-14.52
2025-07-18,"PEETS COFFEE",-4.19
2025-07-18,"CVS",-33.48
2025-07-18,"FASTTRAK",-13.68
2025-07-18,"DAVE AND BUSTERS",-16.90
2025-07-19,"SAFEWAY",-78.12
2025-07-19,"SHELL OIL",-48.70
2025-07-19,"UBER EATS",-29.03
2025-07-19,"LOCAL COFFEE SHOP",-6.95
2025-07-19,"AMAZON.COM",-38.58
2025-07-20,"SAFEWAY",-60.31
2025-07-20,"EXXON MOBIL",-44.01
2025-07-20,"IN-N-OUT BURGER",-27.76
2025-07-20,"PEETS COFFEE",-8.89
2025-07-20,"CVS",-39.45
2025-07-20,"MCDONALDS",-14.75
2025-07-20,"MCDONALDS",-11.29
2025-07-21,"ARCO AMPM",-58.75
2025-07-21,"UBER EATS",-41.72
2025-07-21,"DUNKIN",-11.70
2025-07-21,"AMAZON.COM",-83.65
2025-07-21,"FASTTRAK",-20.32
2025-07-21,"STEAM GAMES",-22.87
2025-07-22,"SAFEWAY",-88.03
2025-07-22,"DOORDASH",-38.79
2025-07-22,"DUNKIN",-11.74
2025-07-22,"TARGET",-76.95
2025-07-22,"STEAM GAMES",-15.67
2025-07-23,"COSTCO WHOLESALE",-97.51
2025-07-23,"ARCO AMPM",-56.39
2025-07-23,"UBER EATS",-16.59
2025-07-23,"PHILZ COFFEE",-7.47
2025-07-23,"BEST BUY",-72.05
2025-07-24,"ARCO AMPM",-57.32
2025-07-24,"SUBWAY",-14.58
2025-07-24,"STARBUCKS",-7.94
2025-07-24,"BEST BUY",-70.57
2025-07-24,"FASTTRAK",-6.31
2025-07-24,"AMAZON.COM",-14.38
2025-07-25,"EXXON MOBIL",-49.43
2025-07-25,"LOCAL BISTRO",-32.33
2025-07-25,"PHILZ COFFEE",-6.54
2025-07-25,"AMAZON.COM",-20.60
2025-07-25,"STARBUCKS",-17.56
2025-07-26,"WALMART SUPERCENTER",-30.79
